"","row_id","id","sex","species","Status","date","time","date_time","temp","x","y","Habitat_type"
"361",361,"Anna","F","spotted","Valid",2018-05-04,"17:30:0",2018-05-04 17:30:00,25.5,-46.9957250620937,785.8505106261,"Phragmites"
"362",362,"Anna","F","spotted","Valid",2018-05-06,"15:30:0",2018-05-06 15:30:00,24,-15.5052250621375,801.076510625891,"Meadow marsh"
"363",363,"Anna","F","spotted","Valid",2018-05-06,"16:00:1",2018-05-06 16:00:01,18,16.470274937863,782.982510626316,"Meadow marsh"
"364",364,"Anna","F","spotted","Valid",2018-05-06,"16:30:1",2018-05-06 16:30:01,17,-11.3939250620897,799.923510625958,"Meadow marsh"
"365",365,"Anna","F","spotted","Valid",2018-05-06,"17:30:1",2018-05-06 17:30:01,18,-17.9901250621188,799.991510625929,"Meadow marsh"
"366",366,"Anna","F","spotted","Valid",2018-05-07,"14:30:0",2018-05-07 14:30:00,14.5,-52.4051250620978,821.440510625951,"Cattail"
"367",367,"Anna","F","spotted","Valid",2018-05-07,"18:00:1",2018-05-07 18:00:01,27.5,-49.1636250620941,815.855510625988,"Meadow marsh"
"368",368,"Anna","F","spotted","Valid",2018-05-07,"18:30:1",2018-05-07 18:30:01,31,-64.9994250620948,799.359510625713,"Cattail"
"369",369,"Anna","F","spotted","Valid",2018-05-07,"20:00:0",2018-05-07 20:00:00,30.5,-61.4409250621102,824.864510626532,"Cattail"
"370",370,"Anna","F","spotted","Valid",2018-05-07,"19:00:0",2018-05-07 19:00:00,33,-57.5447250620928,802.615510625765,"Cattail"
"371",371,"Anna","F","spotted","Valid",2018-05-07,"19:30:1",2018-05-07 19:30:01,28.5,-54.1673250620952,810.354510625824,"Cattail"
"372",372,"Anna","F","spotted","Valid",2018-05-07,"20:30:0",2018-05-07 20:30:00,21.5,-54.0881250621169,818.126510626636,"Cattail"
"373",373,"Anna","F","spotted","Valid",2018-05-07,"15:30:0",2018-05-07 15:30:00,21.5,-51.6485250621336,814.770510626025,"Meadow marsh"
"374",374,"Anna","F","spotted","Valid",2018-05-07,"16:30:0",2018-05-07 16:30:00,25.5,-48.3277250621468,816.957510625944,"Meadow marsh"
"375",375,"Anna","F","spotted","Valid",2018-05-07,"17:30:1",2018-05-07 17:30:01,27,-47.5259250621311,814.728510626592,"Meadow marsh"
"376",376,"Anna","F","spotted","Valid",2018-05-07,"15:00:1",2018-05-07 15:00:01,17,-43.3353250621003,821.348510625772,"Meadow marsh"
"377",377,"Anna","F","spotted","Valid",2018-05-08,"18:10:0",2018-05-08 18:10:00,NA,-41.2919250621344,779.129510626197,"Meadow marsh"
"378",378,"Anna","F","spotted","Valid",2018-05-08,"19:10:0",2018-05-08 19:10:00,NA,-41.2919250621344,779.129510626197,"Meadow marsh"
"379",379,"Anna","F","spotted","Valid",2018-05-08,"15:30:0",2018-05-08 15:30:00,34.5,-38.7165250621038,789.09751062654,"Phragmites"
"380",380,"Anna","F","spotted","Valid",2018-05-08,"14:30:0",2018-05-08 14:30:00,22,-37.0448250620975,791.30151062645,"Phragmites"
"381",381,"Anna","F","spotted","Valid",2018-05-08,"15:00:0",2018-05-08 15:00:00,33,-31.2052250620909,797.904510626569,"Meadow marsh"
"382",382,"Anna","F","spotted","Valid",2018-05-09,"17:00:1",2018-05-09 17:00:01,29.5,-51.0730250620982,790.334510626271,"Phragmites"
"383",383,"Anna","F","spotted","Valid",2018-05-09,"17:30:0",2018-05-09 17:30:00,32.5,-47.176825062139,768.084510626271,"Cattail"
"384",384,"Anna","F","spotted","Valid",2018-05-09,"18:00:0",2018-05-09 18:00:00,32,-49.5712250621291,775.882510625757,"Cattail"
"385",385,"Anna","F","spotted","Valid",2018-05-09,"18:30:0",2018-05-09 18:30:00,29,-53.8184250621125,763.710510626435,"Cattail"
"386",386,"Anna","F","spotted","Valid",2018-05-09,"19:30:0",2018-05-09 19:30:00,27.5,-49.6844250620925,764.779510626569,"Cattail"
"387",387,"Anna","F","spotted","Valid",2018-05-09,"16:30:0",2018-05-09 16:30:00,23.5,-49.6504250621074,768.110510625876,"Cattail"
"388",388,"Anna","F","spotted","Valid",2018-05-09,"20:30:0",2018-05-09 20:30:00,28.5,-49.6278250621399,770.330510626547,"Cattail"
"389",389,"Anna","F","spotted","Valid",2018-05-09,"20:00:0",2018-05-09 20:00:00,27.5,-48.0014250621316,768.093510625884,"Cattail"
"390",390,"Anna","F","spotted","Valid",2018-05-09,"19:00:1",2018-05-09 19:00:01,28.5,-41.4391250621411,764.695510625839,"Cattail"
"391",391,"Anna","F","spotted","Valid",2018-05-13,"19:30:0",2018-05-13 19:30:00,35,-50.5089250621386,764.787510626018,"Cattail"
"392",392,"Anna","F","spotted","Valid",2018-05-13,"16:30:0",2018-05-13 16:30:00,27,-48.8599250621046,764.770510626025,"Cattail"
"393",393,"Anna","F","spotted","Valid",2018-05-13,"18:30:0",2018-05-13 18:30:00,28,-48.8599250621046,764.770510626025,"Cattail"
"394",394,"Anna","F","spotted","Valid",2018-05-13,"19:00:1",2018-05-13 19:00:01,30.5,-48.8599250621046,764.770510626025,"Cattail"
"395",395,"Anna","F","spotted","Valid",2018-05-13,"17:30:0",2018-05-13 17:30:00,27,-47.1882250620984,766.974510625936,"Cattail"
"396",396,"Anna","F","spotted","Valid",2018-05-13,"22:00:0",2018-05-13 22:00:00,17,-46.442925062147,759.193510626443,"Meadow marsh"
"397",397,"Anna","F","spotted","Valid",2018-05-13,"18:00:0",2018-05-13 18:00:00,27.5,-46.3636250621057,766.966510626487,"Cattail"
"398",398,"Anna","F","spotted","Valid",2018-05-13,"16:00:0",2018-05-13 16:00:00,16.5,-44.7259250621428,765.83951062616,"Cattail"
"399",399,"Anna","F","spotted","Valid",2018-05-13,"17:00:0",2018-05-13 17:00:00,26,-43.9353250621352,762.499510626309,"Cattail"
"400",400,"Anna","F","spotted","Valid",2018-05-14,"22:30:0",2018-05-14 22:30:00,20.5,-36.5259250621311,761.313510626554,"Meadow marsh"
"401",401,"Anna","F","spotted","Valid",2018-05-14,"23:00:0",2018-05-14 23:00:00,19,-66.1410250621266,768.278510626405,"Cattail"
"402",402,"Anna","F","spotted","Valid",2018-05-14,"23:30:0",2018-05-14 23:30:00,17,-49.6731250621378,765.889510625973,"Cattail"
"403",403,"Anna","F","spotted","Valid",2018-05-14,"19:00:0",2018-05-14 19:00:00,16.5,-48.8599250621046,764.770510626025,"Cattail"
"404",404,"Anna","F","spotted","Valid",2018-05-14,"20:30:0",2018-05-14 20:30:00,23,-48.035325062112,764.762510626577,"Cattail"
"405",405,"Anna","F","spotted","Valid",2018-05-14,"21:30:0",2018-05-14 21:30:00,24.5,-47.2221250621369,763.643510626629,"Cattail"
"406",406,"Anna","F","spotted","Valid",2018-05-14,"20:00:0",2018-05-14 20:00:00,24.5,-47.1995250621112,765.864510626532,"Cattail"
"407",407,"Anna","F","spotted","Valid",2018-05-14,"19:30:0",2018-05-14 19:30:00,20.5,-44.7372250620974,764.728510626592,"Cattail"
"408",408,"Anna","F","spotted","Valid",2018-05-14,"22:00:0",2018-05-14 22:00:00,23.5,-44.7259250621428,765.83951062616,"Cattail"
"409",409,"Anna","F","spotted","Valid",2018-05-14,"21:00:0",2018-05-14 21:00:00,26,-43.8900250621373,766.940510625951,"Cattail"
"410",410,"Anna","F","spotted","Valid",2018-05-15,"19:30:0",2018-05-15 19:30:00,21.5,-37.4296250620973,753.549510626122,"Meadow marsh"
"411",411,"Anna","F","spotted","Valid",2018-05-15,"20:00:0",2018-05-15 20:00:00,22.5,-48.0127250621445,766.982510626316,"Cattail"
"412",412,"Anna","F","spotted","Valid",2018-05-15,"20:30:0",2018-05-15 20:30:00,21,-43.9014250620967,765.830510626547,"Cattail"
"413",413,"Anna","F","spotted","Valid",2018-05-16,"16:00:1",2018-05-16 16:00:01,29.5,-67.5976250621025,787.171510626562,"Cattail"
"414",414,"Anna","F","spotted","Valid",2018-05-16,"17:30:0",2018-05-16 17:30:00,30.5,-44.7485250621103,763.618510626256,"Cattail"
"415",415,"Anna","F","spotted","Valid",2018-05-16,"17:00:0",2018-05-16 17:00:00,25.5,-48.0467250621296,763.651510626078,"Cattail"
"416",416,"Anna","F","spotted","Valid",2018-05-16,"18:00:0",2018-05-16 18:00:00,34,-47.1995250621112,765.864510626532,"Cattail"
"417",417,"Anna","F","spotted","Valid",2018-05-16,"18:30:0",2018-05-16 18:30:00,22.5,-46.3863250621362,764.745510626584,"Cattail"
"418",418,"Anna","F","spotted","Valid",2018-05-16,"15:30:1",2018-05-16 15:30:01,18,-43.8787250621244,768.05151062645,"Cattail"
"419",419,"Anna","F","spotted","Valid",2018-05-16,"16:30:0",2018-05-16 16:30:00,31.5,-41.4617250621086,762.474510625936,"Cattail"
"420",420,"Anna","F","spotted","Valid",2018-05-17,"14:30:1",2018-05-17 14:30:01,21.5,-59.7146250621299,751.555510626175,"Meadow marsh"
"421",421,"Anna","F","spotted","Valid",2018-05-17,"17:00:0",2018-05-17 17:00:00,30,-23.3673250621068,757.84751062654,"Cattail"
"422",422,"Anna","F","spotted","Valid",2018-05-17,"17:30:1",2018-05-17 17:30:01,32.5,-63.5542250621365,779.356510626152,"Cattail"
"423",423,"Anna","F","spotted","Valid",2018-05-17,"16:30:0",2018-05-17 16:30:00,29.5,-47.1429250621004,771.416510625742,"Cattail"
"424",424,"Anna","F","spotted","Valid",2018-05-17,"16:00:1",2018-05-17 16:00:01,28,-43.9240250621224,763.609510625713,"Cattail"
"425",425,"Anna","F","spotted","Valid",2018-05-17,"15:30:0",2018-05-17 15:30:00,24.5,-43.076825062104,765.822510626167,"Cattail"
"426",426,"Anna","F","spotted","Valid",2018-05-18,"02:00:0",2018-05-18 02:00:00,13.5,-90.7321250621462,701.900510625914,"Cattail"
"427",427,"Anna","F","spotted","Valid",2018-05-18,"05:00:1",2018-05-18 05:00:01,14,-104.783225062129,698.712510625832,"Cattail"
"428",428,"Anna","F","spotted","Valid",2018-05-18,"05:30:1",2018-05-18 05:30:01,14,-91.5340250621084,704.130510626361,"Cattail"
"429",429,"Anna","F","spotted","Valid",2018-05-18,"06:00:0",2018-05-18 06:00:00,13,-85.7395250620903,706.291510625742,"Cattail"
"430",430,"Anna","F","spotted","Valid",2018-05-18,"07:30:0",2018-05-18 07:30:00,12,-93.2397250620998,698.595510626212,"Cattail"
"431",431,"Anna","F","spotted","Valid",2018-05-18,"08:00:1",2018-05-18 08:00:01,13,-88.3378250621026,694.103510626592,"Meadow marsh"
"432",432,"Anna","F","spotted","Valid",2018-05-18,"09:00:0",2018-05-18 09:00:00,12,-97.2717250621063,707.519510625862,"Shrub"
"433",433,"Anna","F","spotted","Valid",2018-05-18,"11:30:0",2018-05-18 11:30:00,12,-91.5566250621341,701.909510626458,"Cattail"
"434",434,"Anna","F","spotted","Valid",2018-05-18,"12:30:0",2018-05-18 12:30:00,13.5,-89.0943250621203,700.773510626517,"Phragmites"
"435",435,"Anna","F","spotted","Valid",2018-05-18,"13:30:0",2018-05-18 13:30:00,17,-90.7547250621137,699.680510626175,"Cattail"
"436",436,"Anna","F","spotted","Valid",2018-05-18,"14:00:0",2018-05-18 14:00:00,18.5,-83.333925062092,699.604510625824,"Meadow marsh"
"437",437,"Anna","F","spotted","Valid",2018-05-18,"14:30:0",2018-05-18 14:30:00,20,-88.2585250621196,701.875510626473,"Phragmites"
"438",438,"Anna","F","spotted","Valid",2018-05-18,"16:00:0",2018-05-18 16:00:00,19,-90.0661250621197,686.34751062654,"Cattail"
"439",439,"Anna","F","spotted","Valid",2018-05-18,"18:00:0",2018-05-18 18:00:00,19.5,-90.8000250621117,695.238510626368,"Meadow marsh"
"440",440,"Anna","F","spotted","Valid",2018-05-18,"07:00:0",2018-05-18 07:00:00,12.5,-99.045425062126,695.322510626167,"Cattail"
"441",441,"Anna","F","spotted","Valid",2018-05-18,"01:00:0",2018-05-18 01:00:00,14,-98.2775250620907,689.762510626577,"Cattail"
"442",442,"Anna","F","spotted","Valid",2018-05-18,"08:30:0",2018-05-18 08:30:00,12,-98.1869250620948,698.645510626025,"Cattail"
"443",443,"Anna","F","spotted","Valid",2018-05-18,"18:30:1",2018-05-18 18:30:01,20,-94.911425062106,696.391510626301,"Cattail"
"444",444,"Anna","F","spotted","Valid",2018-05-18,"10:30:0",2018-05-18 10:30:00,11.5,-94.866125062108,700.832510625944,"Cattail"
"445",445,"Anna","F","spotted","Valid",2018-05-18,"04:30:0",2018-05-18 04:30:00,13.5,-94.8434250621358,703.053510625847,"Cattail"
"446",446,"Anna","F","spotted","Valid",2018-05-18,"09:30:0",2018-05-18 09:30:00,12,-94.0189250620897,703.044510626234,"Cattail"
"447",447,"Anna","F","spotted","Valid",2018-05-18,"00:30:0",2018-05-18 00:30:00,15.5,-93.2397250620998,698.595510626212,"Cattail"
"448",448,"Anna","F","spotted","Valid",2018-05-18,"02:30:0",2018-05-18 02:30:00,13,-93.2397250620998,698.595510626212,"Cattail"
"449",449,"Anna","F","spotted","Valid",2018-05-18,"03:30:0",2018-05-18 03:30:00,13,-93.1944250621018,703.036510625854,"Cattail"
"450",450,"Anna","F","spotted","Valid",2018-05-18,"01:30:0",2018-05-18 01:30:00,13.5,-92.4038250620943,699.697510626167,"Cattail"
"451",451,"Anna","F","spotted","Valid",2018-05-18,"19:30:0",2018-05-18 19:30:00,18.5,-91.567925062147,700.798510625958,"Cattail"
"452",452,"Anna","F","spotted","Valid",2018-05-18,"12:00:0",2018-05-18 12:00:00,13,-90.7321250621462,701.900510625914,"Cattail"
"453",453,"Anna","F","spotted","Valid",2018-05-18,"06:30:0",2018-05-18 06:30:00,12.5,-89.0943250621203,700.773510626517,"Phragmites"
"454",454,"Anna","F","spotted","Valid",2018-05-18,"15:00:0",2018-05-18 15:00:00,20,-88.3604250621283,691.882510625757,"Meadow marsh"
"455",455,"Anna","F","spotted","Valid",2018-05-18,"15:30:0",2018-05-18 15:30:00,19.5,-88.2924250620999,698.544510626234,"Phragmites"
"456",456,"Anna","F","spotted","Valid",2018-05-18,"04:00:0",2018-05-18 04:00:00,13,-88.2811250621453,699.654510626569,"Phragmites"
"457",457,"Anna","F","spotted","Valid",2018-05-18,"10:00:0",2018-05-18 10:00:00,11.5,-87.4566250620992,699.646510626189,"Phragmites"
"458",458,"Anna","F","spotted","Valid",2018-05-18,"19:00:0",2018-05-18 19:00:00,18,-84.9943250621436,698.510510626249,"Meadow marsh"
"459",459,"Anna","F","spotted","Valid",2018-05-18,"21:00:0",2018-05-18 21:00:00,17.5,-74.8507250621333,722.837510625832,"Cattail"
"460",460,"Anna","F","spotted","Valid",2018-05-18,"19:58:0",2018-05-18 19:58:00,NA,-38.761725062097,784.656510625966,"Meadow marsh"
"461",461,"Anna","F","spotted","Valid",2018-05-18,"20:58:0",2018-05-18 20:58:00,NA,-38.761725062097,784.656510625966,"Meadow marsh"
"462",462,"Anna","F","spotted","Valid",2018-05-19,"17:00:0",2018-05-19 17:00:00,20.5,-98.3342250621063,684.210510626435,"Cattail"
"463",463,"Anna","F","spotted","Valid",2018-05-19,"22:00:0",2018-05-19 22:00:00,20,-90.1568250621203,677.46451062616,"Phragmites"
"464",464,"Anna","F","spotted","Valid",2018-05-19,"22:30:0",2018-05-19 22:30:00,19.5,-81.9567250621039,672.939510625787,"Cattail"
"465",465,"Anna","F","spotted","Valid",2018-05-19,"23:30:0",2018-05-19 23:30:00,17.5,-90.9473250621231,680.804510626011,"Phragmites"
"466",466,"Anna","F","spotted","Valid",2018-05-19,"21:30:0",2018-05-19 21:30:00,20,-90.1681250621332,676.354510625824,"Meadow marsh"
"467",467,"Anna","F","spotted","Valid",2018-05-19,"23:00:0",2018-05-19 23:00:00,18.5,-81.9680250621168,671.828510626219,"Cattail"
"468",468,"Anna","F","spotted","Valid",2018-05-20,"06:00:0",2018-05-20 06:00:00,14.5,-97.62292506214,673.098510625772,"Meadow marsh"
"469",469,"Anna","F","spotted","Valid",2018-05-20,"07:30:0",2018-05-20 07:30:00,14,-91.0153250620933,674.142510626465,"Meadow marsh"
"470",470,"Anna","F","spotted","Valid",2018-05-20,"14:30:0",2018-05-20 14:30:00,13.5,-95.1606250621262,671.963510625996,"Meadow marsh"
"471",471,"Anna","F","spotted","Valid",2018-05-20,"15:00:0",2018-05-20 15:00:00,14,-89.4908250620938,661.911510625854,"Cattail"
"472",472,"Anna","F","spotted","Valid",2018-05-20,"22:00:0",2018-05-20 22:00:00,18,-84.3850250621326,677.405510625802,"Cattail"
"473",473,"Anna","F","spotted","Valid",2018-05-20,"00:00:0",2018-05-20 00:00:00,17,-105.134425062104,664.291510625742,"Cattail"
"474",474,"Anna","F","spotted","Valid",2018-05-20,"01:00:0",2018-05-20 01:00:00,15.5,-101.023125062115,663.139510625973,"Cattail"
"475",475,"Anna","F","spotted","Valid",2018-05-20,"07:00:0",2018-05-20 07:00:00,14,-95.9965250621317,670.86151062604,"Meadow marsh"
"476",476,"Anna","F","spotted","Valid",2018-05-20,"10:00:0",2018-05-20 10:00:00,10.5,-95.1493250621133,673.073510626331,"Meadow marsh"
"477",477,"Anna","F","spotted","Valid",2018-05-20,"02:30:0",2018-05-20 02:30:00,14.5,-95.1040250621154,677.515510626137,"Meadow marsh"
"478",478,"Anna","F","spotted","Valid",2018-05-20,"18:00:0",2018-05-20 18:00:00,24,-95.0813250621432,679.735510625876,"Meadow marsh"
"479",479,"Anna","F","spotted","Valid",2018-05-20,"22:30:0",2018-05-20 22:30:00,16.5,-94.2795250621275,677.506510626525,"Meadow marsh"
"480",480,"Anna","F","spotted","Valid",2018-05-20,"02:00:0",2018-05-20 02:00:00,14.5,-93.48892506212,674.167510625906,"Meadow marsh"
"481",481,"Anna","F","spotted","Valid",2018-05-20,"16:00:0",2018-05-20 16:00:00,16.5,-93.4776250621071,675.277510626242,"Meadow marsh"
"482",482,"Anna","F","spotted","Valid",2018-05-20,"16:30:0",2018-05-20 16:30:00,19,-93.4776250621071,675.277510626242,"Meadow marsh"
"483",483,"Anna","F","spotted","Valid",2018-05-20,"12:00:0",2018-05-20 12:00:00,11,-93.4662250620895,676.387510626577,"Meadow marsh"
"484",484,"Anna","F","spotted","Valid",2018-05-20,"11:30:0",2018-05-20 11:30:00,11,-92.6757250621449,673.048510625958,"Meadow marsh"
"485",485,"Anna","F","spotted","Valid",2018-05-20,"09:30:0",2018-05-20 09:30:00,10.5,-92.6530250621145,675.269510625862,"Meadow marsh"
"486",486,"Anna","F","spotted","Valid",2018-05-20,"03:30:0",2018-05-20 03:30:00,14.5,-91.8398250621394,674.150510625914,"Meadow marsh"
"487",487,"Anna","F","spotted","Valid",2018-05-20,"10:30:0",2018-05-20 10:30:00,10.5,-91.8285250621266,675.260510626249,"Meadow marsh"
"488",488,"Anna","F","spotted","Valid",2018-05-20,"17:30:0",2018-05-20 17:30:00,24,-91.8285250621266,675.260510626249,"Meadow marsh"
"489",489,"Anna","F","spotted","Valid",2018-05-20,"08:30:0",2018-05-20 08:30:00,11.5,-91.8172250621137,676.371510625817,"Meadow marsh"
"490",490,"Anna","F","spotted","Valid",2018-05-20,"04:00:0",2018-05-20 04:00:00,16.5,-91.7832250621286,679.702510626055,"Phragmites"
"491",491,"Anna","F","spotted","Valid",2018-05-20,"23:00:0",2018-05-20 23:00:00,16,-91.0719250621041,668.590510626324,"Meadow marsh"
"492",492,"Anna","F","spotted","Valid",2018-05-20,"00:30:0",2018-05-20 00:30:00,16,-91.0153250620933,674.142510626465,"Meadow marsh"
"493",493,"Anna","F","spotted","Valid",2018-05-20,"17:00:0",2018-05-20 17:00:00,23,-91.0039250621339,675.252510625869,"Meadow marsh"
"494",494,"Anna","F","spotted","Valid",2018-05-20,"01:30:0",2018-05-20 01:30:00,14.5,-90.9926250621211,676.362510626204,"Meadow marsh"
"495",495,"Anna","F","spotted","Valid",2018-05-20,"23:30:0",2018-05-20 23:30:00,15,-90.9700250620954,678.583510626107,"Phragmites"
"496",496,"Anna","F","spotted","Valid",2018-05-20,"08:00:0",2018-05-20 08:00:00,12.5,-90.958625062136,679.693510626443,"Phragmites"
"497",497,"Anna","F","spotted","Valid",2018-05-20,"03:00:0",2018-05-20 03:00:00,14.5,-90.304025062127,663.030510625802,"Cattail"
"498",498,"Anna","F","spotted","Valid",2018-05-20,"13:00:0",2018-05-20 13:00:00,12.5,-90.2021250621183,673.023510626517,"Cattail"
"499",499,"Anna","F","spotted","Valid",2018-05-20,"05:30:0",2018-05-20 05:30:00,15,-90.1681250621332,676.354510625824,"Meadow marsh"
"500",500,"Anna","F","spotted","Valid",2018-05-20,"12:30:0",2018-05-20 12:30:00,11.5,-88.5530250621377,673.006510626525,"Cattail"
"501",501,"Anna","F","spotted","Valid",2018-05-20,"20:00:0",2018-05-20 20:00:00,19,-88.5190250620944,676.337510625832,"Phragmites"
"502",502,"Anna","F","spotted","Valid",2018-05-20,"04:30:0",2018-05-20 04:30:00,16,-88.5077250621398,677.447510626167,"Phragmites"
"503",503,"Anna","F","spotted","Valid",2018-05-20,"13:30:0",2018-05-20 13:30:00,12.5,-87.7511250621174,670.777510626242,"Cattail"
"504",504,"Anna","F","spotted","Valid",2018-05-20,"19:30:0",2018-05-20 19:30:00,21,-87.7171250621323,674.10851062648,"Cattail"
"505",505,"Anna","F","spotted","Valid",2018-05-20,"21:30:0",2018-05-20 21:30:00,21,-87.6718250621343,678.549510626122,"Phragmites"
"506",506,"Anna","F","spotted","Valid",2018-05-20,"11:00:0",2018-05-20 11:00:00,11,-87.4453250621445,700.756510626525,"Phragmites"
"507",507,"Anna","F","spotted","Valid",2018-05-20,"18:30:0",2018-05-20 18:30:00,24,-86.8699250621139,676.320510625839,"Meadow marsh"
"508",508,"Anna","F","spotted","Valid",2018-05-20,"14:00:0",2018-05-20 14:00:00,13,-86.0794250621111,672.981510626152,"Cattail"
"509",509,"Anna","F","spotted","Valid",2018-05-20,"20:30:0",2018-05-20 20:30:00,21,-86.0567250621389,675.201510625891,"Meadow marsh"
"510",510,"Anna","F","spotted","Valid",2018-05-20,"06:30:0",2018-05-20 06:30:00,14.5,-86.0114250621409,679.643510626629,"Meadow marsh"
"511",511,"Anna","F","spotted","Valid",2018-05-20,"05:00:0",2018-05-20 05:00:00,15,-80.3529250621214,668.480510625988,"Cattail"
"512",512,"Anna","F","spotted","Valid",2018-05-20,"19:00:0",2018-05-20 19:00:00,21,-77.0094250621041,672.888510625809,"Cattail"
"513",513,"Anna","F","spotted","Valid",2018-05-20,"09:00:0",2018-05-20 09:00:00,11,-76.8395250621252,689.544510626234,"Cattail"
"514",514,"Anna","F","spotted","Valid",2018-05-20,"21:00:0",2018-05-20 21:00:00,20.5,-74.343325062131,691.739510626532,"Cattail"
"515",515,"Anna","F","spotted","Valid",2018-05-21,"02:30:0",2018-05-21 02:30:00,10.5,-94.2681250621099,678.617510626093,"Meadow marsh"
"516",516,"Anna","F","spotted","Valid",2018-05-21,"04:30:1",2018-05-21 04:30:01,10,-77.8340250620968,672.897510626353,"Cattail"
"517",517,"Anna","F","spotted","Valid",2018-05-21,"06:00:0",2018-05-21 06:00:00,9.5,-83.4925250621163,684.059510625899,"Cattail"
"518",518,"Anna","F","spotted","Valid",2018-05-21,"14:30:0",2018-05-21 14:30:00,32.5,-91.8625250621117,671.929510626011,"Cattail"
"519",519,"Anna","F","spotted","Valid",2018-05-21,"16:00:0",2018-05-21 16:00:00,30.5,-93.4549250621349,677.498510626145,"Meadow marsh"
"520",520,"Anna","F","spotted","Valid",2018-05-21,"21:30:0",2018-05-21 21:30:00,15,-89.3775250621256,673.014510625973,"Cattail"
"521",521,"Anna","F","spotted","Valid",2018-05-21,"19:00:0",2018-05-21 19:00:00,29,-100.107925062126,672.013510625809,"Cattail"
"522",522,"Anna","F","spotted","Valid",2018-05-21,"01:00:0",2018-05-21 01:00:00,12,-98.5721250621136,660.893510626629,"Cattail"
"523",523,"Anna","F","spotted","Valid",2018-05-21,"00:30:0",2018-05-21 00:30:00,13,-96.7644250621088,676.421510626562,"Meadow marsh"
"524",524,"Anna","F","spotted","Valid",2018-05-21,"18:30:0",2018-05-21 18:30:00,24.5,-95.9512250621337,675.302510626614,"Meadow marsh"
"525",525,"Anna","F","spotted","Valid",2018-05-21,"09:00:0",2018-05-21 09:00:00,7.5,-95.9059250621358,679.74451062642,"Meadow marsh"
"526",526,"Anna","F","spotted","Valid",2018-05-21,"13:00:0",2018-05-21 13:00:00,23,-95.1606250621262,671.963510625996,"Meadow marsh"
"527",527,"Anna","F","spotted","Valid",2018-05-21,"01:30:0",2018-05-21 01:30:00,11,-95.1153250621282,676.404510626569,"Meadow marsh"
"528",528,"Anna","F","spotted","Valid",2018-05-21,"09:30:0",2018-05-21 09:30:00,7.5,-95.1153250621282,676.404510626569,"Meadow marsh"
"529",529,"Anna","F","spotted","Valid",2018-05-21,"05:30:0",2018-05-21 05:30:00,9,-94.2681250621099,678.617510626093,"Meadow marsh"
"530",530,"Anna","F","spotted","Valid",2018-05-21,"04:00:0",2018-05-21 04:00:00,9.5,-93.4549250621349,677.498510626145,"Meadow marsh"
"531",531,"Anna","F","spotted","Valid",2018-05-21,"12:30:0",2018-05-21 12:30:00,14,-92.6757250621449,673.048510625958,"Meadow marsh"
"532",532,"Anna","F","spotted","Valid",2018-05-21,"03:30:0",2018-05-21 03:30:00,10,-92.6530250621145,675.269510625862,"Meadow marsh"
"533",533,"Anna","F","spotted","Valid",2018-05-21,"06:30:0",2018-05-21 06:30:00,9,-92.6417250621016,676.379510626197,"Meadow marsh"
"534",534,"Anna","F","spotted","Valid",2018-05-21,"13:30:0",2018-05-21 13:30:00,27.5,-92.6417250621016,676.379510626197,"Meadow marsh"
"535",535,"Anna","F","spotted","Valid",2018-05-21,"05:00:0",2018-05-21 05:00:00,9.5,-92.5851250620908,681.931510626338,"Meadow marsh"
"536",536,"Anna","F","spotted","Valid",2018-05-21,"11:30:0",2018-05-21 11:30:00,9,-91.7832250621286,679.702510626055,"Phragmites"
"537",537,"Anna","F","spotted","Valid",2018-05-21,"14:00:0",2018-05-21 14:00:00,31.5,-91.037925062119,671.921510626562,"Cattail"
"538",538,"Anna","F","spotted","Valid",2018-05-21,"22:00:0",2018-05-21 22:00:00,14.5,-91.0266250621062,673.031510625966,"Meadow marsh"
"539",539,"Anna","F","spotted","Valid",2018-05-21,"02:00:0",2018-05-21 02:00:00,11,-91.0039250621339,675.252510625869,"Meadow marsh"
"540",540,"Anna","F","spotted","Valid",2018-05-21,"10:30:0",2018-05-21 10:30:00,7,-91.0039250621339,675.252510625869,"Meadow marsh"
"541",541,"Anna","F","spotted","Valid",2018-05-21,"08:00:0",2018-05-21 08:00:00,8,-90.9926250621211,676.362510626204,"Meadow marsh"
"542",542,"Anna","F","spotted","Valid",2018-05-21,"08:30:0",2018-05-21 08:30:00,8,-90.9926250621211,676.362510626204,"Meadow marsh"
"543",543,"Anna","F","spotted","Valid",2018-05-21,"19:30:0",2018-05-21 19:30:00,26,-90.1681250621332,676.354510625824,"Meadow marsh"
"544",544,"Anna","F","spotted","Valid",2018-05-21,"22:30:0",2018-05-21 22:30:00,17,-90.1568250621203,677.46451062616,"Phragmites"
"545",545,"Anna","F","spotted","Valid",2018-05-21,"07:00:0",2018-05-21 07:00:00,9,-89.4568250621087,665.242510626093,"Meadow marsh"
"546",546,"Anna","F","spotted","Valid",2018-05-21,"15:30:0",2018-05-21 15:30:00,30,-89.3775250621256,673.014510625973,"Cattail"
"547",547,"Anna","F","spotted","Valid",2018-05-21,"07:30:0",2018-05-21 07:30:00,8.5,-89.3549250620999,675.235510625876,"Meadow marsh"
"548",548,"Anna","F","spotted","Valid",2018-05-21,"12:00:0",2018-05-21 12:00:00,11,-89.3322250621277,677.45651062578,"Phragmites"
